АВС/ DEF;От;До;Емкость;Оператор;Регион
978;3001000;3009999;9000;АО "Севастополь Телеком";Республика Крым и г. Севастополь
978;3332000;3332999;1000;АО "Севастополь Телеком";Краснодарский край
978;3333000;3333999;1000;АО "Севастополь Телеком";Республика Крым и г. Севастополь
978;3777000;3777999;1000;АО "Севастополь Телеком";Республика Крым и г. Севастополь
978;3888000;3888999;1000;АО "Севастополь Телеком";Республика Крым и г. Севастополь
978;4000000;4099999;100000;Акционерное общество "Крымтелеком";Республика Крым
978;4444000;4444999;1000;ООО "СевТелекомСвязь";г. Севастополь
978;4445000;4445999;1000;Акционерное общество "Крымтелеком";Краснодарский край
978;5000000;5099999;100000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;5100000;5199999;100000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;5200000;5299999;100000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;5360000;5369999;10000;ООО "Аврора Телеком";Республика Крым * г. Севастополь
978;5370000;5370299;300;ООО "Аврора Телеком";Республика Крым * г. Севастополь
978;5400000;5499999;100000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;5500000;5549999;50000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;5550000;5569999;20000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;5570000;5579999;10000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;5580000;5589999;10000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;5590000;5599999;10000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;5600000;5609999;10000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;5610000;5659999;50000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;5660000;5699999;40000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;5700000;5799999;100000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;5800000;5899999;100000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;5900000;5999999;100000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;6000000;6299999;300000;ООО "К-телеком";Республика Крым * г. Севастополь
978;6500000;6699999;200000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;6700000;6929999;230000;ООО "КТК ТЕЛЕКОМ";Республика Крым * г. Севастополь
978;7000000;8999999;2000000;ПАО "Мобильные ТелеСистемы";Краснодарский край
978;9000000;9999999;1000000;ООО "К-телеком";Республика Крым * г. Севастополь
980;0000000;0009999;10000;ОАО "МТТ";г. Москва * Московская область
980;0010000;0099999;90000;ООО "Сбербанк-Телеком";г. Москва * Московская область
980;0100000;0119999;20000;ООО "Сбербанк-Телеком";г. Москва * Московская область
980;0120000;0149999;30000;ООО "Сбербанк-Телеком";Тульская обл.
980;0150000;0169999;20000;ООО "Сбербанк-Телеком";Курская обл.
980;0170000;0179999;10000;ООО "Сбербанк-Телеком";Орловская обл.
980;0180000;0199999;20000;ООО "Сбербанк-Телеком";г. Москва * Московская область
980;0200000;0209999;10000;ООО "Сбербанк-Телеком";г. Москва * Московская область
980;0210000;0249999;40000;ООО "Сбербанк-Телеком";Челябинская обл.
980;0250000;0299999;50000;ООО "Сбербанк-Телеком";Нижегородская обл.
980;0300000;0309999;10000;ООО "Сбербанк-Телеком";г. Москва * Московская область
980;0310000;0359999;50000;ООО "Сбербанк-Телеком";Пермский край
980;0360000;0389999;30000;ООО "Сбербанк-Телеком";Ханты-Мансийский АО - Югра
980;0390000;0399999;10000;ООО "Сбербанк-Телеком";Республика Удмуртская
980;0400000;0409999;10000;ООО "Сбербанк-Телеком";г. Москва * Московская область
980;0410000;0429999;20000;ООО "Сбербанк-Телеком";Республика Удмуртская
980;0430000;0449999;20000;ООО "Сбербанк-Телеком";Тюменская обл.
980;0450000;0469999;20000;ООО "Сбербанк-Телеком";Владимирская обл.
980;0470000;0479999;10000;ООО "Сбербанк-Телеком";Кировская обл.
980;0480000;0499999;20000;ООО "Сбербанк-Телеком";Ярославская обл.
980;0500000;0509999;10000;ООО "Сбербанк-Телеком";г. Москва * Московская область
980;0510000;0519999;10000;ООО "Сбербанк-Телеком";Чувашская Республика - Чувашия
980;0520000;0529999;10000;ООО "Сбербанк-Телеком";Вологодская обл.
980;0530000;0539999;10000;ООО "Сбербанк-Телеком";Архангельская область * Ненецкий автономный округ
980;0540000;0549999;10000;ООО "Сбербанк-Телеком";Ивановская обл.
980;0550000;0559999;10000;ООО "Сбербанк-Телеком";Калининградская обл.
980;0560000;0569999;10000;ООО "Сбербанк-Телеком";Курганская обл.
